wissen ||| know
zu ||| to
zu ||| to knock
auf ||| on
gene ||| 100 genes
gene ||| 100 genes out
gene ||| genes
gene ||| genes out
gene ||| genes out of
500 ||| of the 500
500 ||| the 500
500 oder ||| the 500 or
500 ||| 500
500 oder ||| 500 or
500 oder so ||| 500 or so
oder ||| or
oder so ||| or so
oder so ||| or so that
so ||| so
so ||| so that
sind ||| that are
hier sind ||| that are here
sind ||| are
hier sind ||| are here
hier ||| here
karte ||| its metabolic map
karte ||| metabolic map
karte ||| map
es ||| it
es ||| it 's
es ||| it 's relatively
vergleich ||| compared
mir ||| trust me
mir ||| trust me ,
mir ||| me
mir ||| me ,
alle ||| look at all
alle ||| at all
alle ||| all
gene ||| genes
dass ||| that
dass ||| that we
können ||| we can
können ||| we can knock
können ||| can
können ||| can knock
können ||| can knock out
eines ||| knock out one
eines ||| out one
eines ||| out one at
eines ||| one
eines ||| one at
einer ||| at a
einer ||| at a time
einer ||| a
einer ||| a time
einer ||| a time ,
würde ||| that this would
würde ||| this would
würde ||| this would yield
würde ||| would
würde ||| would yield
würde ||| would yield a
lebenden ||| yield a living
lebenden ||| a living
lebenden zelle ||| a living cell
lebenden ||| living
lebenden zelle ||| living cell
zelle ||| cell
einzige ||| only
einzige weg ||| only way
einzige weg ||| only way forward
weg ||| way
weg ||| way forward
weg ||| way forward was
tatsächlich ||| actually
synthetisieren ||| synthesize
dieses ||| this
dieses chromosom ||| this chromosome
dieses chromosom ||| this chromosome so
chromosom ||| chromosome
chromosom ||| chromosome so
chromosom ||| chromosome so we
variieren ||| we could vary
variieren ||| could vary
variieren ||| could vary the
variieren ||| vary
variieren ||| vary the
komponenten ||| the components
komponenten ||| the components to
komponenten ||| components
komponenten ||| components to
stellen ||| to ask
stellen ||| ask
einige ||| some
einige dieser ||| some of
einige dieser ||| some of these
dieser ||| of
dieser ||| of these
dieser ||| of these most
fragen ||| questions
und ||| and
und so ||| and so
so ||| so
fingen ||| road
fingen ||| road of
fingen ||| road of :
können ||| of : can
können ||| : can
können ||| : can we
können ||| can
können ||| can we
synthetisieren ||| we synthesize
synthetisieren ||| synthesize
chromosom ||| chromosome
erstellen ||| can
diese ||| permit making these
diese ||| making these
diese wirklich ||| making these really
diese ||| these
diese wirklich ||| these really
diese wirklich großen ||| these really large
wirklich ||| really
wirklich großen ||| really large
wirklich großen ||| really large molecules
großen ||| large
großen ||| large molecules
großen ||| large molecules where
gemacht ||| 've
nie ||| never
wurde ||| been
zuvor ||| before
und ||| and
wenn ||| if
starten ||| we boot
starten ||| we boot up
starten ||| boot
starten ||| boot up
starten ||| boot up a
chromosom ||| up a chromosome
chromosom ||| a chromosome
chromosom ||| chromosome
? ||| ?
chromosom ||| chromosome
so ||| ,
ist ||| way , is
ist ||| , is
ist ||| is
nur ||| just
nur ||| just a
stück ||| a piece
stück ||| a piece of
stück ||| piece
stück ||| piece of
stück ||| piece of inert
material ||| inert chemical material
material ||| chemical material
material . ||| chemical material .
material ||| material
material . ||| material .
. ||| .
unsere ||| our
lebens ||| digitizing life
lebens ||| digitizing life has
lebens ||| life
lebens ||| life has
lebens ||| life has been
. ||| exponential pace .
. ||| pace .
. ||| .
fähigkeit ||| ability
zu schreiben ||| to
zu schreiben ||| to write
zu schreiben ||| to write the
genetischen ||| write the genetic
genetischen ||| the genetic
genetischen code ||| the genetic code
genetischen ||| genetic
genetischen code ||| genetic code
code ||| code
hat ||| has
langsam ||| moving pretty slowly
langsam ||| pretty slowly
langsam ||| slowly
aber ||| but
aber ||| but has
aber ||| but has been
und ||| and
und ||| and our
und ||| and our latest
punkt ||| our latest point
punkt ||| latest point
punkt würde ||| latest point would
punkt ||| point
punkt würde ||| point would
punkt würde ||| point would put
würde ||| would
würde ||| would put
würde ||| would put it
jetzt ||| , now
jetzt ||| , now ,
jetzt ||| now
jetzt ||| now ,
entwickelt ||| , an
entwickelt ||| , an exponential
entwickelt ||| an
entwickelt ||| an exponential
entwickelt ||| an exponential curve
wir ||| we
wir ||| we started
wir ||| we started this
jahren ||| years
vor ||| ago
es ||| it
es ||| it took
es ||| it took several
tatsächlich ||| in
tatsächlich ||| in fact
tatsächlich ||| in fact ,
beginnend ||| fact , starting
beginnend ||| , starting
beginnend mit ||| , starting with
beginnend ||| starting
beginnend mit ||| starting with
beginnend mit einem ||| starting with a
mit ||| with
mit einem ||| with a
mit einem ||| with a bioethical
einem ||| a
einem ||| a bioethical
einem ||| a bioethical review
bevor ||| bioethical review before
bevor ||| review before
bevor wir ||| review before we
bevor ||| before
bevor wir ||| before we
bevor wir ||| before we did
wir ||| we
wir ||| we did
ersten ||| first
ersten experimente ||| first experiments
experimente ||| experiments
. ||| .
ist ||| dna is
ist ||| is
sehr ||| very
sehr ||| very difficult
gibt ||| there
lang ||| are
lang ||| are tens
von ||| tens of
von ||| tens of thousands
von ||| of
von ||| of thousands
von ||| of thousands of
welt ||| world
welt ||| world that
herstellen ||| that make
herstellen ||| make
kleine ||| small
kleine stücke ||| small pieces
kleine stücke ||| small pieces of
stücke ||| pieces
stücke ||| pieces of
dna ||| of dna
dna ||| dna
30 ||| 30
um ||| to
50 ||| 50
50 buchstaben ||| 50 letters
50 buchstaben ||| 50 letters in
buchstaben ||| letters
buchstaben ||| letters in
buchstaben ||| letters in length
prozess ||| degenerate process
prozess ||| process
also ||| so
also ||| so the
länger ||| the longer
länger man ||| the longer you
länger ||| longer
länger man ||| longer you
länger man ||| longer you make
man ||| you
man ||| you make
man ||| you make the
stück ||| make the piece
stück ||| the piece
stück ||| the piece ,
stück ||| piece
stück ||| piece ,
stück ||| piece , the
mehr ||| , the more
mehr ||| the more
mehr ||| the more errors
mehr ||| more
mehr ||| more errors
mehr ||| more errors there
. ||| there are .
. ||| are .
. ||| .
mussten ||| had
mit ||| to
mit ||| to create
eine ||| create a
eine neue ||| create a new
eine ||| a
eine neue ||| a new
eine neue methode ||| a new method
neue ||| new
neue methode ||| new method
neue methode entwickeln ||| new method for
methode ||| method
methode entwickeln ||| method for
methode entwickeln ||| method for putting
entwickeln ||| for
entwickeln ||| for putting
diese ||| putting these
diese ||| putting these little
diese ||| these
diese ||| these little
stücke ||| little pieces
stücke ||| little pieces together
stücke ||| pieces
stücke ||| pieces together
und ||| together and
und ||| and
kleinen ||| all
fehler ||| errors
. ||| .
versuch ||| and
versuch ||| and this
war ||| this was
war unser erster ||| this was our
war ||| was
war unser erster ||| was our
war unser erster ||| was our first
unser erster ||| our
unser erster ||| our first
beginnend ||| starting
beginnend mit ||| starting with
mit ||| with
digitalen ||| digital
digitalen information ||| digital information
digitalen information ||| digital information of
information ||| information
information ||| information of
information ||| information of the
. ||| phi x174 .
. ||| x174 .
. ||| .
es ||| it
ein ||| a
ein ||| a small
ein ||| a small virus
bakterien ||| bacteria
wir ||| we
wir ||| we designed
wir ||| we designed the
stücke ||| designed the pieces
stücke ||| the pieces
stücke , machten ||| the pieces ,
stücke ||| pieces
stücke , machten ||| pieces ,
stücke , machten ||| pieces , went
, machten ||| ,
, machten ||| , went
, machten ||| , went through
hatten ||| had
dna ||| dna
dna molekül ||| dna molecule
dna molekül von ||| dna molecule of
molekül ||| molecule
molekül von ||| molecule of
molekül von ungefähr ||| molecule of about
von ||| of
von ungefähr ||| of about
von ungefähr ||| of about 5,000
ungefähr ||| about
ungefähr ||| about 5,000
buchstaben ||| 5,000 letters
buchstaben . ||| 5,000 letters .
buchstaben ||| letters
buchstaben . ||| letters .
. ||| .
phase ||| exciting phase
phase kam ||| exciting phase came
phase ||| phase
phase kam ||| phase came
kam ||| came
gaben ||| when
wir ||| we
wir ||| we took
wir dieses ||| we took this
dieses ||| took this
dieses stück ||| took this piece
dieses ||| this
dieses stück ||| this piece
stück ||| piece
ein ||| of
ein ||| of inert
ein ||| of inert chemical
in ||| put it in
in ||| it in
in ||| it in the
in ||| in
in ||| in the
begann ||| the bacteria started
begann ||| bacteria started
begann ||| started
zu ||| to
zu lesen ||| to read
zu lesen ||| to read this
lesen ||| read
lesen ||| read this
genetischen ||| this genetic
genetischen code ||| this genetic code
genetischen ||| genetic
genetischen code ||| genetic code
genetischen code ||| genetic code ,
code ||| code
code ||| code ,
machte ||| , made
machte ||| , made the
machte ||| made
machte ||| made the
machte ||| made the viral
partikel ||| the viral particles
partikel ||| viral particles
partikel . ||| viral particles .
partikel ||| particles
partikel . ||| particles .
. ||| .
partikel ||| viral particles
partikel ||| particles
dann ||| then
dann ||| then were
zellen ||| from the cells
zellen ||| the cells
zellen ||| cells
kamen ||| came
kamen zurück ||| came back
kamen zurück ||| came back and
zurück ||| back
zurück ||| back and
zurück ||| back and killed
e. coli ||| killed the e.
e. coli ||| the e.
e. coli ||| the e. coli
e. coli ||| e.
e. coli ||| e. coli
e. coli . ||| e. coli .
. ||| coli .
. ||| .
habe ich ||| i
habe ich ||| i was
gesprochen ||| was talking
gesprochen ||| talking
der ||| the
der ||| the oil
der ||| the oil industry
kürzlich ||| oil industry recently
kürzlich ||| industry recently
kürzlich ||| recently
und ||| and
und ||| and i
und ||| and i said
modell ||| model
. ||| .
lachten ||| they laughed
lachten mehr ||| they laughed more
lachten ||| laughed
lachten mehr ||| laughed more
lachten mehr als ||| laughed more than
mehr ||| more
mehr als ||| more than
als ||| than
sie ||| you
sie ||| you guys
sie ||| you guys are
so ||| and so
so ||| so
, dass ||| ,
wir , dass ||| , we
wir ||| we
denken wir ||| we think
denken wir ||| we think this
denken ||| think
denken ||| think this
ist ||| this is
ist ||| is
situation ||| situation
situation ||| situation where
software ||| software
kann ||| can
tatsächlich ||| actually
bauen ||| build
bauen ||| build its
eigene ||| its own
eigene ||| own
biologischen ||| a biological
biologischen ||| a biological system
biologischen ||| biological
biologischen ||| biological system
. ||| system .
. ||| .
aber ||| but
um zu ||| to
gehen ||| go
viel ||| much
viel ||| much larger
viel ||| much larger :
chromosom ||| entire bacterial chromosome
chromosom ||| bacterial chromosome
chromosom ||| bacterial chromosome --
chromosom ||| chromosome
chromosom ||| chromosome --
virus ||| 's
virus ||| 's over
580.000 ||| over 580,000
580.000 buchstaben ||| over 580,000 letters
580.000 ||| 580,000
580.000 buchstaben ||| 580,000 letters
buchstaben ||| letters
von ||| of
genetischen ||| genetic
genetischen code ||| genetic code
genetischen code ||| genetic code --
code ||| code
code ||| code --
so ||| -- so
so ||| -- so we
so ||| so
so ||| so we
so dachten ||| so we thought
dachten ||| we thought
dachten ||| we thought we
dachten ||| thought
dachten ||| thought we
dachten ||| thought we 'd
konnten ||| so we could
konnten ||| we could
konnten ||| we could actually
konnten ||| could
konnten ||| could actually
variieren konnten ||| could actually vary
variieren ||| actually vary
variieren ||| actually vary the
variieren ||| vary
variieren ||| vary the
variieren ||| vary the cassettes
verstehen ||| cassettes to understand
verstehen ||| to understand
verstehen was ||| to understand what
verstehen ||| understand
verstehen was ||| understand what
verstehen was ||| understand what the
was ||| what
was ||| what the
was ||| what the actual
komponenten ||| the actual components
komponenten ||| actual components
komponenten ||| actual components of
komponenten ||| components
komponenten ||| components of
lebenden ||| living
lebenden zelle ||| living cell
lebenden zelle sind ||| living cell are
zelle ||| cell
zelle sind ||| cell are
sind ||| are
design ||| design
design ist ||| design is
design ist ||| design is critical
ist ||| is
ist ||| is critical
, ||| critical ,
, und ||| critical , and
, ||| ,
, und ||| , and
, und wenn ||| , and if
und ||| and
und wenn ||| and if
und wenn man ||| and if you
wenn ||| if
wenn man ||| if you
wenn man ||| if you 're
man ||| you
man ||| you 're
starten ||| 're starting
starten ||| starting
mit ||| with
digitale ||| digital
im ||| in
der ||| the
computer ||| computer
computer ||| computer ,
diese ||| , that
diese ||| , that digital
diese ||| that
diese ||| that digital
diese ||| that digital information
will muss ||| information has to
will muss ||| has to
will muss ||| to
sein ||| be
wirklich ||| really
. ||| .
wir ||| when we
wir ||| we
erstmals ||| first
sequenziert ||| sequenced
sequenziert ||| sequenced this
genom ||| this genome
genom ||| this genome in
genom ||| genome
genom ||| genome in
war ||| of accuracy was
war ||| accuracy was
war ||| accuracy was one
war ||| was
war ||| was one
war ||| was one error
10.000 ||| error per 10,000
10.000 ||| per 10,000
10.000 ||| per 10,000 base
10.000 ||| 10,000
10.000 ||| 10,000 base
10.000 ||| 10,000 base pairs
fanden ||| actually found
fanden ||| found
es ||| it
es ||| it ,
30 ||| , 30
30 ||| , 30 errors
30 ||| 30
30 ||| 30 errors
verwendet ||| errors ;
verwendet ||| errors ; had
verwendet ||| ;
verwendet ||| ; had
verwendet ||| ; had we
möglich ||| we used that
möglich ||| used that
möglich ||| used that original
möglich ||| that
möglich ||| that original
sequenz ||| original sequence
sequenz ||| original sequence ,
sequenz ||| sequence
sequenz ||| sequence ,
sequenz ||| sequence , it
nie ||| , it never
nie ||| it never
nie ||| never
teil ||| part
ist ||| is
ist ||| is designing
lang sind ||| that are
lang sind ||| are
50 ||| 50
50 buchstaben ||| 50 letters
50 buchstaben ||| 50 letters long
buchstaben ||| letters
buchstaben ||| letters long
buchstaben ||| letters long that
müssen ||| long that have
müssen ||| that have
müssen ||| have
mit ||| overlap with
mit ||| overlap with all
mit ||| with
mit ||| with all
mit ||| with all the
anderen ||| all the other
anderen ||| the other
anderen ||| the other 50-letter
anderen ||| other
